Order,English,Deutsch,Gender,Type,Level,Unit,Example
964,except,ausgenommen,masculine,verb,A1,,"Alle waren eingeladen, ihn ausgenommen."
965,pronunciation,die Aussprache,feminine,noun,A2,,Ihre Aussprache ist sehr gut.
966,take off / move out,ausziehen,null,verb,A2,,Ich ziehe die Jacke aus.
967,car,das Auto,neuter,noun,A1,,Ich habe ein neues Auto.
968,to mean,bedeuten,null,verb,A1,,Was bedeutet dieses Wort auf Deutsch?
969,to begin,beginnen,null,verb,A1,,Der Unterricht beginnt um neun Uhr.
970,to bite,beißen,null,verb,A2,,Der Hund beißt nicht.
971,known / familiar,bekannt,null,adjective,A2,,Der Sänger ist sehr bekannt.
972,to visit,besuchen,null,verb,A1,,Wir besuchen unsere Freunde am Wochenende.
973,to pay,bezahlen,null,verb,A1,,Ich bezahle die Rechnung an der Kasse.
974,to offer,bieten,null,verb,A2,,Ich biete dir 50 Euro dafür.
975,"to ask, request",bitten,null,verb,A1,,Ich bitte dich um Hilfe.
976,to blow,blasen,null,verb,A2,,Der Wind bläst stark.
977,flower,die Blume,feminine,noun,A1,,Ich kaufe eine schöne Blume.
978,"to roast, fry",braten,null,verb,A2,,Ich brate Hähnchen.
979,to break,brechen,null,verb,A2,,Du sollst das nicht brechen.
980,to burn,brennen,null,verb,A1,,Das Holz brennt gut.
981,to bring,bringen,null,verb,A1,,Kannst du mir bitte ein Glas Wasser bringen?
982,to think,denken,null,verb,A1,,"Ich denke, das ist eine gute Idee."
983,you (informal),du,null,pronoun,A1,,"Wie geht es dir, du?"
984,thirsty,durstig,null,adjective,A1,,Ich bin jetzt sehr durstig.
985,entrance,der Eingang,masculine,noun,A1,,Der Eingang ist links.
986,shopping / purchase,der Einkauf,masculine,noun,A2,,Ich mache den Einkauf für die Woche.
987,income,das Einkommen,neuter,noun,A2,,Sein Einkommen ist niedrig.
988,to excuse/apologize,entschuldigen,null,verb,A1,,Ich entschuldige mich.
989,he,er,null,pronoun,A1,,Er ist mein bester Freund.
990,to recognize,erkennen,null,verb,A2,,Ich habe ihn sofort erkannt.
991,to allow,erlauben,null,verb,A2,,Meine Eltern erlauben mir das nicht.
992,to reach,erreichen,null,verb,A2,,Ich habe ihn telefonisch nicht erreicht.
993,to expect,erwarten,null,verb,A2,,Ich erwarte einen Anruf von ihr.
994,to tell/narrate,erzählen,null,verb,A1,,Ich erzähle eine Geschichte.
995,ticket,die Fahrkarte,feminine,noun,A1,,Ich kaufe eine Fahrkarte.
996,timetable,der Fahrplan,masculine,noun,A2,,Der Fahrplan hängt am Bahnhof.
997,trip,die Fahrt,feminine,noun,A1,,Die Fahrt dauert zwei Stunden.
998,vehicle,das Fahrzeug,neuter,noun,A2,,Das Fahrzeug ist sehr alt.
999,to fall,fallen,null,verb,A1,,Das Glas fällt herunter.
1000,to catch,fangen,null,verb,A2,,Ich fange den Ball.
1001,"thanks, thank you",danke,null,phrase,A1,,Danke für deine Hilfe!
1002,bye,tschüss,null,phrase,A1,,"Tschüss, bis morgen!"
1003,"maybe, perhaps",vielleicht,null,adverb,A1,,Vielleicht komme ich später.
1004,"of course, naturally",natürlich,null,adverb,A2,,Natürlich helfe ich dir.
1005,once; softens a request,mal,null,adverb,A2,,Komm mal her!
